YearStart,YearEnd,LocationAbbr,LocationDesc,Data_Value,Total,Gender,GeoLocation,Stratification1,StratificationCategoryId1,StratificationID1
2011,2011,ND,North Dakota,25.4,,Female,"(47.47531977900047, -100.11842104899966)",Female,GEN,FEMALE
2012,2012,ND,North Dakota,32.3,,Male,"(47.47531977900047, -100.11842104899966)",Male,GEN,MALE
2012,2012,ND,North Dakota,26.7,,Female,"(47.47531977900047, -100.11842104899966)",Female,GEN,FEMALE
2013,2013,ND,North Dakota,33.7,,Male,"(47.47531977900047, -100.11842104899966)",Male,GEN,MALE
2013,2013,ND,North Dakota,28,,Female,"(47.47531977900047, -100.11842104899966)",Female,GEN,FEMALE
2014,2014,ND,North Dakota,34.7,,Male,"(47.47531977900047, -100.11842104899966)",Male,GEN,MALE
2014,2014,ND,North Dakota,29.5,,Female,"(47.47531977900047, -100.11842104899966)",Female,GEN,FEMALE
2015,2015,ND,North Dakota,34.5,,Male,"(47.47531977900047, -100.11842104899966)",Male,GEN,MALE
2015,2015,ND,North Dakota,27.1,,Female,"(47.47531977900047, -100.11842104899966)",Female,GEN,FEMALE
2011,2011,OH,Ohio,31.6,,Male,"(40.06021014100048, -82.40426005599966)",Male,GEN,MALE
2011,2011,OH,Ohio,27.6,,Female,"(40.06021014100048, -82.40426005599966)",Female,GEN,FEMALE
2012,2012,OH,Ohio,30.5,,Male,"(40.06021014100048, -82.40426005599966)",Male,GEN,MALE
2012,2012,OH,Ohio,29.7,,Female,"(40.06021014100048, -82.40426005599966)",Female,GEN,FEMALE
2013,2013,OH,Ohio,30,,Male,"(40.06021014100048, -82.40426005599966)",Male,GEN,MALE
2013,2013,OH,Ohio,30.8,,Female,"(40.06021014100048, -82.40426005599966)",Female,GEN,FEMALE
2014,2014,OH,Ohio,32.8,,Male,"(40.06021014100048, -82.40426005599966)",Male,GEN,MALE
2014,2014,OH,Ohio,32.5,,Female,"(40.06021014100048, -82.40426005599966)",Female,GEN,FEMALE
2015,2015,OH,Ohio,31.1,,Male,"(40.06021014100048, -82.40426005599966)",Male,GEN,MALE
2015,2015,OH,Ohio,28.4,,Female,"(40.06021014100048, -82.40426005599966)",Female,GEN,FEMALE
2011,2011,OK,Oklahoma,30.6,,Male,"(35.47203135600046, -97.52107021399968)",Male,GEN,MALE
2011,2011,OK,Oklahoma,31.5,,Female,"(35.47203135600046, -97.52107021399968)",Female,GEN,FEMALE
2012,2012,OK,Oklahoma,33.1,,Male,"(35.47203135600046, -97.52107021399968)",Male,GEN,MALE
2012,2012,OK,Oklahoma,31.4,,Female,"(35.47203135600046, -97.52107021399968)",Female,GEN,FEMALE
2013,2013,OK,Oklahoma,32.9,,Male,"(35.47203135600046, -97.52107021399968)",Male,GEN,MALE
2013,2013,OK,Oklahoma,32.2,,Female,"(35.47203135600046, -97.52107021399968)",Female,GEN,FEMALE
2014,2014,OK,Oklahoma,33.5,,Male,"(35.47203135600046, -97.52107021399968)",Male,GEN,MALE
2014,2014,OK,Oklahoma,32.5,,Female,"(35.47203135600046, -97.52107021399968)",Female,GEN,FEMALE
2015,2015,OK,Oklahoma,33.7,,Male,"(35.47203135600046, -97.52107021399968)",Male,GEN,MALE
2015,2015,OK,Oklahoma,34,,Female,"(35.47203135600046, -97.52107021399968)",Female,GEN,FEMALE
2011,2011,OR,Oregon,26.3,,Male,"(44.56744942400047, -120.15503132599969)",Male,GEN,MALE
2011,2011,OR,Oregon,27.2,,Female,"(44.56744942400047, -120.15503132599969)",Female,GEN,FEMALE
2012,2012,OR,Oregon,27.4,,Male,"(44.56744942400047, -120.15503132599969)",Male,GEN,MALE
2012,2012,OR,Oregon,27.3,,Female,"(44.56744942400047, -120.15503132599969)",Female,GEN,FEMALE
2013,2013,OR,Oregon,28,,Male,"(44.56744942400047, -120.15503132599969)",Male,GEN,MALE
2013,2013,OR,Oregon,25,,Female,"(44.56744942400047, -120.15503132599969)",Female,GEN,FEMALE
2014,2014,OR,Oregon,27.1,,Male,"(44.56744942400047, -120.15503132599969)",Male,GEN,MALE
2014,2014,OR,Oregon,28.7,,Female,"(44.56744942400047, -120.15503132599969)",Female,GEN,FEMALE
2015,2015,OR,Oregon,31.1,,Male,"(44.56744942400047, -120.15503132599969)",Male,GEN,MALE
2015,2015,OR,Oregon,28.9,,Female,"(44.56744942400047, -120.15503132599969)",Female,GEN,FEMALE
2011,2011,PA,Pennsylvania,29.5,,Male,"(40.79373015200048, -77.86070029399963)",Male,GEN,MALE
2011,2011,PA,Pennsylvania,27.6,,Female,"(40.79373015200048, -77.86070029399963)",Female,GEN,FEMALE
2012,2012,PA,Pennsylvania,28.9,,Male,"(40.79373015200048, -77.86070029399963)",Male,GEN,MALE
2012,2012,PA,Pennsylvania,29.2,,Female,"(40.79373015200048, -77.86070029399963)",Female,GEN,FEMALE
2013,2013,PA,Pennsylvania,30.3,,Male,"(40.79373015200048, -77.86070029399963)",Male,GEN,MALE
2013,2013,PA,Pennsylvania,29.7,,Female,"(40.79373015200048, -77.86070029399963)",Female,GEN,FEMALE
2014,2014,PA,Pennsylvania,31.2,,Male,"(40.79373015200048, -77.86070029399963)",Male,GEN,MALE
2014,2014,PA,Pennsylvania,29.1,,Female,"(40.79373015200048, -77.86070029399963)",Female,GEN,FEMALE
2015,2015,PA,Pennsylvania,29.9,,Male,"(40.79373015200048, -77.86070029399963)",Male,GEN,MALE
2015,2015,PA,Pennsylvania,30.1,,Female,"(40.79373015200048, -77.86070029399963)",Female,GEN,FEMALE
2013,2013,PR,Puerto Rico,26.7,,Male,"(18.220833, -66.590149)",Male,GEN,MALE
2013,2013,PR,Puerto Rico,29.1,,Female,"(18.220833, -66.590149)",Female,GEN,FEMALE
2014,2014,PR,Puerto Rico,26.8,,Male,"(18.220833, -66.590149)",Male,GEN,MALE
2014,2014,PR,Puerto Rico,29.6,,Female,"(18.220833, -66.590149)",Female,GEN,FEMALE
2015,2015,PR,Puerto Rico,27.8,,Male,"(18.220833, -66.590149)",Male,GEN,MALE
2015,2015,PR,Puerto Rico,31.1,,Female,"(18.220833, -66.590149)",Female,GEN,FEMALE
2011,2011,RI,Rhode Island,27.6,,Male,"(41.70828019300046, -71.52247031399963)",Male,GEN,MALE
2011,2011,RI,Rhode Island,23.3,,Female,"(41.70828019300046, -71.52247031399963)",Female,GEN,FEMALE
2012,2012,RI,Rhode Island,27.8,,Male,"(41.70828019300046, -71.52247031399963)",Male,GEN,MALE
2012,2012,RI,Rhode Island,23.8,,Female,"(41.70828019300046, -71.52247031399963)",Female,GEN,FEMALE
2013,2013,RI,Rhode Island,28.5,,Male,"(41.70828019300046, -71.52247031399963)",Male,GEN,MALE
2013,2013,RI,Rhode Island,26.1,,Female,"(41.70828019300046, -71.52247031399963)",Female,GEN,FEMALE
2014,2014,RI,Rhode Island,28.2,,Male,"(41.70828019300046, -71.52247031399963)",Male,GEN,MALE
2014,2014,RI,Rhode Island,25.8,,Female,"(41.70828019300046, -71.52247031399963)",Female,GEN,FEMALE
2015,2015,RI,Rhode Island,27.9,,Male,"(41.70828019300046, -71.52247031399963)",Male,GEN,MALE
2015,2015,RI,Rhode Island,24.1,,Female,"(41.70828019300046, -71.52247031399963)",Female,GEN,FEMALE
2011,2011,SC,South Carolina,28.6,,Male,"(33.998821303000454, -81.04537120699968)",Male,GEN,MALE
2011,2011,SC,South Carolina,33,,Female,"(33.998821303000454, -81.04537120699968)",Female,GEN,FEMALE
2012,2012,SC,South Carolina,30.1,,Male,"(33.998821303000454, -81.04537120699968)",Male,GEN,MALE
2012,2012,SC,South Carolina,33,,Female,"(33.998821303000454, -81.04537120699968)",Female,GEN,FEMALE
2013,2013,SC,South Carolina,30.1,,Male,"(33.998821303000454, -81.04537120699968)",Male,GEN,MALE
2013,2013,SC,South Carolina,33.4,,Female,"(33.998821303000454, -81.04537120699968)",Female,GEN,FEMALE
2014,2014,SC,South Carolina,31.7,,Male,"(33.998821303000454, -81.04537120699968)",Male,GEN,MALE
2014,2014,SC,South Carolina,32.4,,Female,"(33.998821303000454, -81.04537120699968)",Female,GEN,FEMALE
2015,2015,SC,South Carolina,30.3,,Male,"(33.998821303000454, -81.04537120699968)",Male,GEN,MALE
2015,2015,SC,South Carolina,33.1,,Female,"(33.998821303000454, -81.04537120699968)",Female,GEN,FEMALE
2011,2011,SD,South Dakota,29.9,,Male,"(44.353130053000484, -100.3735306369997)",Male,GEN,MALE
2011,2011,SD,South Dakota,26.3,,Female,"(44.353130053000484, -100.3735306369997)",Female,GEN,FEMALE
2012,2012,SD,South Dakota,28.7,,Male,"(44.353130053000484, -100.3735306369997)",Male,GEN,MALE
2012,2012,SD,South Dakota,27.5,,Female,"(44.353130053000484, -100.3735306369997)",Female,GEN,FEMALE
2013,2013,SD,South Dakota,32,,Male,"(44.353130053000484, -100.3735306369997)",Male,GEN,MALE
2013,2013,SD,South Dakota,27.6,,Female,"(44.353130053000484, -100.3735306369997)",Female,GEN,FEMALE
2014,2014,SD,South Dakota,31.5,,Male,"(44.353130053000484, -100.3735306369997)",Male,GEN,MALE
2014,2014,SD,South Dakota,28.1,,Female,"(44.353130053000484, -100.3735306369997)",Female,GEN,FEMALE
2015,2015,SD,South Dakota,32.2,,Male,"(44.353130053000484, -100.3735306369997)",Male,GEN,MALE
2015,2015,SD,South Dakota,28.5,,Female,"(44.353130053000484, -100.3735306369997)",Female,GEN,FEMALE
2011,2011,TN,Tennessee,28,,Male,"(35.68094058000048, -85.77449091399967)",Male,GEN,MALE
2011,2011,TN,Tennessee,30.4,,Female,"(35.68094058000048, -85.77449091399967)",Female,GEN,FEMALE
2012,2012,TN,Tennessee,30.4,,Male,"(35.68094058000048, -85.77449091399967)",Male,GEN,MALE
2012,2012,TN,Tennessee,31.8,,Female,"(35.68094058000048, -85.77449091399967)",Female,GEN,FEMALE
2013,2013,TN,Tennessee,32.8,,Male,"(35.68094058000048, -85.77449091399967)",Male,GEN,MALE
2013,2013,TN,Tennessee,34.6,,Female,"(35.68094058000048, -85.77449091399967)",Female,GEN,FEMALE
2014,2014,TN,Tennessee,32,,Male,"(35.68094058000048, -85.77449091399967)",Male,GEN,MALE
2014,2014,TN,Tennessee,30.5,,Female,"(35.68094058000048, -85.77449091399967)",Female,GEN,FEMALE
2015,2015,TN,Tennessee,33.1,,Male,"(35.68094058000048, -85.77449091399967)",Male,GEN,MALE
2015,2015,TN,Tennessee,34.5,,Female,"(35.68094058000048, -85.77449091399967)",Female,GEN,FEMALE
2011,2011,TX,Texas,30.9,,Male,"(31.827240407000488, -99.42677020599967)",Male,GEN,MALE
2011,2011,TX,Texas,29.9,,Female,"(31.827240407000488, -99.42677020599967)",Female,GEN,FEMALE
2012,2012,TX,Texas,28.5,,Male,"(31.827240407000488, -99.42677020599967)",Male,GEN,MALE
2012,2012,TX,Texas,30,,Female,"(31.827240407000488, -99.42677020599967)",Female,GEN,FEMALE
2013,2013,TX,Texas,29.6,,Male,"(31.827240407000488, -99.42677020599967)",Male,GEN,MALE
2013,2013,TX,Texas,32.2,,Female,"(31.827240407000488, -99.42677020599967)",Female,GEN,FEMALE
2014,2014,TX,Texas,33.2,,Male,"(31.827240407000488, -99.42677020599967)",Male,GEN,MALE
2014,2014,TX,Texas,30.7,,Female,"(31.827240407000488, -99.42677020599967)",Female,GEN,FEMALE
2015,2015,TX,Texas,31.7,,Male,"(31.827240407000488, -99.42677020599967)",Male,GEN,MALE
2015,2015,TX,Texas,33.1,,Female,"(31.827240407000488, -99.42677020599967)",Female,GEN,FEMALE
2011,2011,UT,Utah,25.8,,Male,"(39.360700171000474, -111.58713063499971)",Male,GEN,MALE
2011,2011,UT,Utah,22.9,,Female,"(39.360700171000474, -111.58713063499971)",Female,GEN,FEMALE
2012,2012,UT,Utah,24.6,,Male,"(39.360700171000474, -111.58713063499971)",Male,GEN,MALE
2012,2012,UT,Utah,24,,Female,"(39.360700171000474, -111.58713063499971)",Female,GEN,FEMALE
2013,2013,UT,Utah,24.6,,Male,"(39.360700171000474, -111.58713063499971)",Male,GEN,MALE
2013,2013,UT,Utah,23.7,,Female,"(39.360700171000474, -111.58713063499971)",Female,GEN,FEMALE
2014,2014,UT,Utah,25.7,,Male,"(39.360700171000474, -111.58713063499971)",Male,GEN,MALE
2014,2014,UT,Utah,25.8,,Female,"(39.360700171000474, -111.58713063499971)",Female,GEN,FEMALE
2015,2015,UT,Utah,24.9,,Male,"(39.360700171000474, -111.58713063499971)",Male,GEN,MALE
2015,2015,UT,Utah,24,,Female,"(39.360700171000474, -111.58713063499971)",Female,GEN,FEMALE
2011,2011,VT,Vermont,27.3,,Male,"(43.62538123900049, -72.51764079099962)",Male,GEN,MALE
2011,2011,VT,Vermont,23.6,,Female,"(43.62538123900049, -72.51764079099962)",Female,GEN,FEMALE
2012,2012,VT,Vermont,24.4,,Male,"(43.62538123900049, -72.51764079099962)",Male,GEN,MALE
2012,2012,VT,Vermont,23,,Female,"(43.62538123900049, -72.51764079099962)",Female,GEN,FEMALE
2013,2013,VT,Vermont,25.7,,Male,"(43.62538123900049, -72.51764079099962)",Male,GEN,MALE
2013,2013,VT,Vermont,23.8,,Female,"(43.62538123900049, -72.51764079099962)",Female,GEN,FEMALE
2014,2014,VT,Vermont,25.3,,Male,"(43.62538123900049, -72.51764079099962)",Male,GEN,MALE
2014,2014,VT,Vermont,24.2,,Female,"(43.62538123900049, -72.51764079099962)",Female,GEN,FEMALE
2015,2015,VT,Vermont,24.7,,Male,"(43.62538123900049, -72.51764079099962)",Male,GEN,MALE
2015,2015,VT,Vermont,25.6,,Female,"(43.62538123900049, -72.51764079099962)",Female,GEN,FEMALE
2011,2011,VA,Virginia,29.7,,Male,"(37.54268067400045, -78.45789046299967)",Male,GEN,MALE
2011,2011,VA,Virginia,28.6,,Female,"(37.54268067400045, -78.45789046299967)",Female,GEN,FEMALE
2012,2012,VA,Virginia,27.3,,Male,"(37.54268067400045, -78.45789046299967)",Male,GEN,MALE
2012,2012,VA,Virginia,27.5,,Female,"(37.54268067400045, -78.45789046299967)",Female,GEN,FEMALE
2013,2013,VA,Virginia,27.1,,Male,"(37.54268067400045, -78.45789046299967)",Male,GEN,MALE
2013,2013,VA,Virginia,27.3,,Female,"(37.54268067400045, -78.45789046299967)",Female,GEN,FEMALE
2014,2014,VA,Virginia,27.7,,Male,"(37.54268067400045, -78.45789046299967)",Male,GEN,MALE
2014,2014,VA,Virginia,29.3,,Female,"(37.54268067400045, -78.45789046299967)",Female,GEN,FEMALE
2015,2015,VA,Virginia,28.8,,Male,"(37.54268067400045, -78.45789046299967)",Male,GEN,MALE
2015,2015,VA,Virginia,29.7,,Female,"(37.54268067400045, -78.45789046299967)",Female,GEN,FEMALE
2011,2011,WA,Washington,27.9,,Male,"(47.52227862900048, -120.47001078999972)",Male,GEN,MALE
2011,2011,WA,Washington,24.9,,Female,"(47.52227862900048, -120.47001078999972)",Female,GEN,FEMALE
2012,2012,WA,Washington,27.3,,Male,"(47.52227862900048, -120.47001078999972)",Male,GEN,MALE
2012,2012,WA,Washington,26.3,,Female,"(47.52227862900048, -120.47001078999972)",Female,GEN,FEMALE
2013,2013,WA,Washington,26.6,,Male,"(47.52227862900048, -120.47001078999972)",Male,GEN,MALE
2013,2013,WA,Washington,27.7,,Female,"(47.52227862900048, -120.47001078999972)",Female,GEN,FEMALE
2014,2014,WA,Washington,28.5,,Male,"(47.52227862900048, -120.47001078999972)",Male,GEN,MALE
2014,2014,WA,Washington,26,,Female,"(47.52227862900048, -120.47001078999972)",Female,GEN,FEMALE
2015,2015,WA,Washington,26.9,,Male,"(47.52227862900048, -120.47001078999972)",Male,GEN,MALE
2015,2015,WA,Washington,25.9,,Female,"(47.52227862900048, -120.47001078999972)",Female,GEN,FEMALE
2011,2011,WV,West Virginia,30.7,,Male,"(38.66551020200046, -80.71264013499967)",Male,GEN,MALE
2011,2011,WV,West Virginia,34.2,,Female,"(38.66551020200046, -80.71264013499967)",Female,GEN,FEMALE
2012,2012,WV,West Virginia,34.5,,Male,"(38.66551020200046, -80.71264013499967)",Male,GEN,MALE
2012,2012,WV,West Virginia,33.1,,Female,"(38.66551020200046, -80.71264013499967)",Female,GEN,FEMALE
2013,2013,WV,West Virginia,35.4,,Male,"(38.66551020200046, -80.71264013499967)",Male,GEN,MALE
2013,2013,WV,West Virginia,34.9,,Female,"(38.66551020200046, -80.71264013499967)",Female,GEN,FEMALE
2014,2014,WV,West Virginia,35.3,,Male,"(38.66551020200046, -80.71264013499967)",Male,GEN,MALE
2014,2014,WV,West Virginia,36,,Female,"(38.66551020200046, -80.71264013499967)",Female,GEN,FEMALE
2015,2015,WV,West Virginia,37.4,,Male,"(38.66551020200046, -80.71264013499967)",Male,GEN,MALE
2015,2015,WV,West Virginia,33.8,,Female,"(38.66551020200046, -80.71264013499967)",Female,GEN,FEMALE
2011,2011,WI,Wisconsin,29.3,,Male,"(44.39319117400049, -89.81637074199966)",Male,GEN,MALE
2011,2011,WI,Wisconsin,26.1,,Female,"(44.39319117400049, -89.81637074199966)",Female,GEN,FEMALE
2012,2012,WI,Wisconsin,29.6,,Male,"(44.39319117400049, -89.81637074199966)",Male,GEN,MALE
2012,2012,WI,Wisconsin,29.8,,Female,"(44.39319117400049, -89.81637074199966)",Female,GEN,FEMALE
2013,2013,WI,Wisconsin,30.7,,Male,"(44.39319117400049, -89.81637074199966)",Male,GEN,MALE
2013,2013,WI,Wisconsin,28.7,,Female,"(44.39319117400049, -89.81637074199966)",Female,GEN,FEMALE
2014,2014,WI,Wisconsin,31.8,,Male,"(44.39319117400049, -89.81637074199966)",Male,GEN,MALE
2014,2014,WI,Wisconsin,30.5,,Female,"(44.39319117400049, -89.81637074199966)",Female,GEN,FEMALE
2015,2015,WI,Wisconsin,31.2,,Male,"(44.39319117400049, -89.81637074199966)",Male,GEN,MALE
2015,2015,WI,Wisconsin,30.1,,Female,"(44.39319117400049, -89.81637074199966)",Female,GEN,FEMALE
2011,2011,WY,Wyoming,26.1,,Male,"(43.23554134300048, -108.10983035299967)",Male,GEN,MALE
2011,2011,WY,Wyoming,23.8,,Female,"(43.23554134300048, -108.10983035299967)",Female,GEN,FEMALE
2012,2012,WY,Wyoming,22.6,,Male,"(43.23554134300048, -108.10983035299967)",Male,GEN,MALE
2012,2012,WY,Wyoming,26.8,,Female,"(43.23554134300048, -108.10983035299967)",Female,GEN,FEMALE
2013,2013,WY,Wyoming,28.2,,Male,"(43.23554134300048, -108.10983035299967)",Male,GEN,MALE
2013,2013,WY,Wyoming,27.4,,Female,"(43.23554134300048, -108.10983035299967)",Female,GEN,FEMALE
2014,2014,WY,Wyoming,29.7,,Male,"(43.23554134300048, -108.10983035299967)",Male,GEN,MALE
2014,2014,WY,Wyoming,29.2,,Female,"(43.23554134300048, -108.10983035299967)",Female,GEN,FEMALE
2015,2015,WY,Wyoming,30.1,,Male,"(43.23554134300048, -108.10983035299967)",Male,GEN,MALE
2015,2015,WY,Wyoming,27.8,,Female,"(43.23554134300048, -108.10983035299967)",Female,GEN,FEMALE
